Time,Protocol
0.86304,TCP
0.863096,TCP
0.875168,TCP
0.875168,TCP
0.875168,TCP
0.875168,TLSv1.3
0.875168,TLSv1.3
0.875247,TCP
0.875286,TCP
0.887214,TLSv1.3
0.887214,TLSv1.3
0.887214,TLSv1.3
0.887214,TLSv1.3
0.887214,TLSv1.3
0.887214,TLSv1.3
0.887214,TCP
0.887214,TCP
0.887214,TCP
0.887214,TCP
0.887214,TCP
0.887214,TCP
0.887214,TCP
0.887214,TCP
0.887214,TCP
0.887341,TCP
0.887382,TCP
0.88739,TCP
0.893271,TCP
0.893271,TLSv1.3
0.893271,TCP
0.893271,TLSv1.3
0.893271,TCP
0.893271,TCP
0.893271,TCP
0.893271,TCP
0.893271,TCP
0.893271,SSLv2
0.893271,TCP
0.893271,TCP
0.893271,TCP
0.893271,TCP
0.893271,TCP
0.893362,TCP
0.893397,TCP
0.894119,SSLv2
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,SSLv2
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920506,TCP
0.920602,TCP
0.981699,TCP
0.981699,TCP
0.981699,TLSv1.3
0.981699,TCP
0.981699,TLSv1.3
0.981699,TCP
0.981699,TCP
0.981699,SSLv2
0.981699,TCP
0.981699,TCP
0.981699,TCP
0.981699,SSLv2
0.981699,TCP
0.981699,TCP
0.981699,TCP
0.981822,TCP
0.98188,TCP
1.005014,TCP
1.005014,TCP
1.005071,TCP
1.016767,TCP
1.016767,TCP
1.016767,TCP
1.016767,SSLv2
1.016767,TCP
1.016767,TCP
1.016767,TCP
1.016767,TCP
1.016767,TCP
1.016767,SSLv2
1.016767,TCP
1.016767,SSLv2
1.016767,TCP
1.016767,TCP
1.016767,TCP
1.016859,TCP
1.025057,TCP
1.025057,TCP
1.025057,TCP
1.025057,TCP
1.025057,TCP
1.025057,SSLv2
1.025057,TCP
1.025057,TCP
1.025057,TCP
1.025057,TCP
1.025057,SSLv2
1.025057,TCP
1.025057,SSLv2
1.025057,TCP
1.025057,TCP
1.025151,TCP
1.029928,TCP
1.029928,TCP
1.029928,TCP
1.029928,TCP
1.029928,TCP
1.029928,TCP
1.029928,SSLv2
1.029928,TCP
1.029928,TCP
1.029928,TCP
1.029928,TCP
1.029928,TLSv1.3
1.029928,TCP
1.029928,TLSv1.3
1.029928,TCP
1.030034,TCP
1.030073,TCP
1.045905,TCP
1.045905,SSLv2
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.045905,SSLv2
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.045905,TCP
1.046042,TCP
1.047275,SSLv2
1.047275,SSLv2
1.047275,TCP
1.047275,TCP
1.047312,TCP
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.058197,SSLv2
1.058197,TCP
1.058197,SSLv2
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.058197,TCP
1.05832,TCP
1.08,TCP
1.08,TLSv1.3
1.08,TLSv1.3
1.08,TCP
1.08,TCP
1.08,TCP
1.08,TCP
1.08,TCP
1.08,TCP
