Time,Protocol
1.039998,TCP
1.041636,ARP
1.043666,TCP
1.043666,TCP
1.043702,TCP
1.044032,TLSv1.2
1.044032,TCP
1.044094,TCP
1.047042,TCP
1.047042,TCP
1.047042,TCP
1.047042,TCP
1.047079,TCP
1.050119,TCP
1.050119,TCP
1.050119,TCP
1.050119,TCP
1.050155,TCP
1.051405,TCP
1.051405,TLSv1.2
1.051428,TCP
1.052393,TCP
1.052393,TCP
1.052427,TCP
1.055563,TCP
1.055563,TCP
1.055563,TCP
1.055563,TCP
1.055627,TCP
1.058694,TCP
1.058694,TCP
1.058694,TCP
1.058694,TCP
1.058745,TCP
1.060019,TLSv1.2
1.060019,TCP
1.060046,TCP
1.062033,TCP
1.062033,TCP
1.062063,TCP
1.062943,TCP
1.062943,TCP
1.06297,TCP
1.065372,TLSv1.2
1.065372,TCP
1.065372,TCP
1.0654,TCP
1.066544,TCP
1.066568,TCP
1.067877,TCP
1.067877,TCP
1.067917,TCP
1.069409,TCP
1.069409,TCP
1.06947,TCP
1.070084,TCP
1.070084,TCP
1.070125,TCP
1.072589,TCP
1.072589,TLSv1.2
1.072616,TCP
1.074152,TCP
1.074152,TCP
1.07418,TCP
1.075345,TCP
1.075345,TCP
1.075381,TCP
1.07815,TCP
1.07815,TCP
1.07815,TCP
1.07815,TCP
1.078202,TCP
1.079613,TCP
1.079613,TCP
1.079676,TCP
1.081124,TLSv1.2
1.081124,TCP
1.081161,TCP
1.082584,TCP
1.082584,TCP
1.082625,TCP
1.085017,TCP
1.085017,TCP
1.085017,TCP
1.085017,TCP
1.085087,TCP
1.087359,TCP
1.087359,TCP
1.087398,TCP
1.090417,TCP
1.090417,TCP
1.090417,TLSv1.2
1.090417,TCP
1.09047,TCP
1.092248,TCP
1.092248,TCP
1.092248,TCP
1.092248,TCP
1.092293,TCP
1.094335,TCP
1.094335,TCP
1.094373,TCP
1.095843,TCP
1.095843,TCP
1.095886,TCP
1.09759,TCP
1.09759,TLSv1.2
1.097632,TCP
1.101987,TCP
1.101987,TCP
1.101987,TCP
1.101987,TCP
1.101987,TCP
1.101987,TCP
1.102032,TCP
1.104581,TLSv1.2
1.114329,MDNS
1.122446,TLSv1.2
1.122446,TCP
1.122446,TCP
1.12253,TCP
1.122789,TCP
1.122789,TCP
1.122845,TCP
1.124337,TCP
1.124337,TCP
1.124393,TCP
1.126272,TCP
1.126272,TCP
1.126328,TCP
1.12839,TCP
1.12839,TCP
1.128446,TCP
1.129752,TCP
1.129752,TLSv1.2
1.129815,TCP
1.133075,TCP
1.133075,TCP
1.133075,TCP
1.133075,TCP
1.133075,TCP
1.133075,TCP
1.133158,TCP
1.135835,TCP
1.135835,TCP
1.135835,TCP
1.135835,TCP
1.135888,TCP
1.139358,TLSv1.2
1.149678,TLSv1.2
1.149678,TCP
1.149678,TCP
1.149728,TCP
1.153663,TCP
1.153663,TCP
1.153663,TCP
1.153663,TCP
1.153663,TCP
1.153738,TCP
1.155073,TCP
1.155073,TCP
1.155073,TLSv1.2
1.155103,TCP
1.158145,TCP
1.158145,TCP
1.158145,TCP
1.158145,TCP
1.15818,TCP
1.16197,TCP
1.16197,TCP
1.16197,ICMPv6
1.16197,TCP
1.16197,TCP
1.16197,ICMPv6
1.162034,TCP
1.1632,TCP
1.1632,TCP
1.163261,TCP
1.164231,TLSv1.2
1.164231,TCP
1.164274,TCP
1.167159,TCP
1.167159,TCP
1.167159,TCP
1.167159,TCP
1.16721,TCP
1.170412,TCP
1.170412,TCP
1.170412,TCP
1.170412,TCP
1.170463,TCP
1.171876,TCP
1.171876,TCP
1.17192,TCP
1.173765,TLSv1.2
1.202881,TLSv1.2
1.202881,TCP
1.202881,TCP
1.202981,TCP
1.206541,TCP
1.208018,TCP
1.208018,TCP
1.208018,TCP
1.208018,TCP
1.208018,TCP
1.208083,TCP
1.208923,TCP
1.208923,TCP
1.208961,TCP
1.210177,TCP
1.210177,TLSv1.2
1.210212,TCP
1.213105,TCP
1.213105,TCP
1.213131,TCP
1.214606,TCP
1.214606,TCP
1.214606,TCP
1.214606,TCP
1.214645,TCP
1.217122,TCP
1.217122,TCP
1.21715,TCP
1.217906,TCP
1.217906,TCP
1.217931,TCP
1.21883,TLSv1.2
1.21883,TCP
1.218854,TCP
1.220724,TCP
1.220724,TCP
1.220772,TCP
1.223066,TLSv1.2
1.239369,MDNS
1.245493,TLSv1.2
1.245493,TCP
1.245493,TCP
1.245543,TCP
1.24663,TCP
1.24663,TCP
1.246662,TCP
1.248386,TCP
1.248386,TCP
1.248422,TCP
1.250335,TCP
1.250335,TCP
1.250378,TCP
1.255562,TCP
1.255562,TCP
1.255562,TCP
1.255562,TLSv1.2
1.255562,TCP
1.255562,TCP
1.255562,TCP
1.255562,TCP
1.255599,TCP
1.257394,TCP
1.257394,TCP
1.257455,TCP
1.258029,TCP
1.258029,TCP
1.258069,TCP
1.260884,TCP
1.260884,TCP
1.260901,TCP
1.262499,TLSv1.2
1.262499,TCP
1.262536,TCP
1.264816,TCP
1.264816,TCP
1.264816,TCP
